,FEATURE REQUEST,DuplicatedCode,LargeClass,LongMethod,ExtractInterface,ExtractMethod,ExtractSuperclass,InlineMethod,MoveAndRenameClass,MoveAttribute,MoveClass,MoveMethod,PullUpAttribute,PullUpMethod,PushDownAttribute,PushDownMethod,RenameClass,RenameMethod
5345,read  matrix  url  ability  read  matrix  url  increase  usability  systemml  eliminating  need  already  existing  local  cluster  data  invoking  systemml  instance  rather  something  like  code  wget  httpexamplecommlmatrixcsv  runstandalonesystemmlsh  exampledml  nvargs  xmatrixcsv  code  someone  could  code  runstandalonesystemmlsh  exampledml  nvargs  xhttpexamplecommlmatrixcsv  code  one  way  useful  small  set  example  data  algorithm  sitting  server  documentation  could  show  single  command  invoked  algorithm  reference  serverbased  example  data  would  mean  user  essentially  copypaste  single  command  documentation  would  run  using  server  example  data,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5346,mlcontext  redesign  jira  proposes  redesign  java  mlcontext  api  several  goal  •  simplify  user  experience  •  encapsulate  primary  entity  using  objectoriented  concept  •  make  api  extensible  external  user  •  make  api  extensible  systemml  developer  •  locate  userinteraction  class  interface  etc  single  api  package  •  extensive  javadocs  class  api  •  potentially  fold  jmlc  api  mlcontext  single  programmatic  api,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
5347,cleanup  exception  handling  apiscompilerruntime  1  remove  unnecessary  exception  eg  various  subclass  cacheexception  dmlunsupportedoperationexception  appexception  2  fuse  unnecessary  deep  exception  hierarchy  eg  dmlparseexception  3  reinvestigation  uncaught  v  caught  exception,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5348,compare  performance  lenet  script  without  using  systemmlnn  jira  issue  track  comparison  performance  lenet  script  without  using  systemmlnn  goal  equal  performance  term  accuracy  time  difference  indicate  area  engine  improvement  script  mnistlenettraindml  httpsgithubcomapacheincubatorsystemmlblobmasterscriptsstagingsystemmlnnexamplesmnistlenettraindml  lenet  script  use  systemmlnn  library  lenettraindml  httpsgithubcomapacheincubatorsystemmlblobmasterscriptsstaginglenettraindml  lenet  script  use  systemmlnn  library  current  status  forced  singlenode  equal  performance  running  script  standalone  mode  exec  singlenode  flag  20gb  memory  using  data  input  systemml  binary  format  see  runsh  perfsh  information  result  run  1  script  time  accuracy  mnistlenettraindml  2987400704441  9932  lenettraindml  2816369435579  9928  run  2  script  time  accuracy  mnistlenettraindml  2847790531812  9916  lenettraindml  2950520494210  9918  accuracy  runtime  singlenode  mode  current  status  spark  local  two  script  performance  spark  local  mode  nonsinglenode  equivalent  performance  forced  singlenode  mode  due  creation  cp  job  fully  reproduce  basically  created  directory  placed  two  attached  bash  script  grabbed  copy  nn  library  placed  directory  ran  examplesgetmnistdatash  script  library  get  data  placed  examplesdata  used  attached  convertdml  create  binary  copy  data  script  ran  runsh  also  copied  examplesdata  base  directory  well  adjust  exec  related  variable  perfsh  switch  standalone  spark  memory  size  explain  stats  etc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5349,update  mlcontext  matrix  method  mlcontext  matrix  class  allows  easy  conversion  different  format  dataframes  rdds  etc  using  several  method  updating  method  would  closely  follow  spark  conversion  method  convention  documentation  also  updated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5350,add  additional  class  mlcontext  frame  support  create  implement  frame  class  enhance  mlcontext  api  frame  support  classesenums  create  include  frame  frameformat  framemetadata  frameschema  binaryblockframe  add  support  class  mlcontextutil  mlcontextconvertutil  script  mlresults  related  class  code  quite  similar  code  matrix  support,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1
5351,improve  frameobject  tostring  output  currently  frameobject  us  default  tostring  implementation  would  good  override  tostring  frameobject  similar  matrixobject  override  tostring  example  using  mlcontext  api  currently  output  matrixobject  frameobject  look  similar  following  code  scala  val  re  mlexecutedmlscript  re  orgapachesysmlapimlcontextmlresults  1  matrix  ta  matrix  scratchspacep766793111712t0ta290  3  x  2  nnz6  block  1000  x  1000  binaryblock  dirty  2  frame  tam  orgapachesysmlruntimecontrolprogramcachingframeobject6c6c4579  code  matrixobject  provides  useful  information  via  tostring  whereas  frameobject  doesnt,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5352,add  vector  supported  type  frame  conversion  currently  able  pas  spark  dataframes  vector  type  column  input  systemml  script  converted  systemml  matrix  add  vector  type  frame  conversion  code  example  given  spark  dataframe  schema  double  vector  string  able  convert  systemml  frame  bunch  double  column  final  string  column  cc  mboehm7  ac,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5353,performance  improve  vector  dataframe  conversion  currently  performance  vector  dataframe  conversion  leaf  much  desired  regard  frequent  oom  error  overall  slow  performance  scenario  spark  dataframe  3745888  row  row  contains  one  vector  column  vector  dense  length  65539  note  256x256  pixel  image  stretched  appended  3column  onehot  encoded  label  ie  forced  workaround  get  label  feature  systemml  efficiently  possible  systemml  script  mlcontext  invocation  python  simply  accept  dataframe  input  save  systemml  matrix  binary  form  note  im  grabbing  output  matrix  literally  written  systemml  code  script  writetrain  train  formatbinary  script  dmlscriptinputtraintrainyx  mlexecutescript  code  im  seeing  large  amount  memory  used  conversion  mappartitionstopair  rddconverterutilsjava311  stage  example  scenario  read  14932  gb  input  performed  shuffle  write  25  tb  subsequent  stage  saveashadoopfile  writespinstructionjava261  shuffle  read  25tb  output  18291  gb  simple  script  took  dataframes  vector  column  wrote  disk  binary  format  kept  running  heap  space  memory  kept  increasing  executor  memory  3x  finally  ran  additionally  latter  stage  skewed  execution  time  across  partition  1hour  first  1000  paritions  20000  20  minute  next  18000  partition  1  hour  final  1000  partition  passed  dataframe  average  180  row  per  partition  max  215  min  155  cc  mboehm7,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5354,add  api  support  creating  multiple  resource  single  request  add  ability  create  multiple  resource  type  providing  array  resource  property  http  body  example  create  multiple  service  resource  cluster  named  mycluster  post  htpmyhost8080apiv1clustersmyclusterservices  serviceinfo  servicename  pig  serviceinfo  servicename  oozie  serviceinfo  servicename  hive,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5355,rolecommandorderjson  stack  level  current  stack  definition  rolecommandorderjson  stack  level  example  hdp22rolecommandorderjson  service  definition  nicely  separated  different  directory  like  hdp22serviceshdfsyarn  rolecommandorder  would  neater  separate  rolecommandorder  per  service  would  useful  adding  new  service  ambari  looking  something  hdp22serviceshdfsrolecommandorderjson  hdp22servicesyarnrolecommandorderjson  ambari  server  starting  merge  rolecommandorderjson  create  dependency  accordingly  extremely  useful  custom  service  potentially  added  cluster  install,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5356,principal  creation  active  directory  account  configurable  property  used  create  account  active  directory  related  principal  creation  configurable  user  may  specify  required  field  value  variable  replacement  may  done  using  simple  structure  like  xml  json  however  template  facility  like  jinja2  may  useful  since  conditional  path  may  built  template  stored  kerberosenv  configuration  example  need  conditional  path  template  related  service  account  v  user  account  service  account  nnhostrealm  serviceprincipalname  field  set  service  principal  value  shouldnt  set  user  account  hdfsrealm,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5357,test  principal  keytab  required  service  check  created  part  kerberos  service  check  action  intercept  call  execute  servicecheck  kerberos  service  necessary  create  distribute  test  user  keytab  hard  coded  test  user  information  taken  smokeuser  identity  relevant  cluster  kerberos  descriptor,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5358,view  min  max  version  add  support  including  optional  min  max  minmax  ambari  version  viewxml  include  exact  version  variable  example  minambariversion170minambariversion  minambariversion17minambariversion  maxambariversion1maxambariversion  deploy  ambari  validate  view  meet  minmax  specified  deploy  produce  error  log  detail  example  view  requires  minimum  ambari  version  17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5359,refactor  rolling  upgrade  prerequisite  check  expose  repackage  utility  class  logic  orgapacheambariserverstateupgradecheckhelper  exposed  resource  may  use  following  step  taken  move  static  class  orgapacheambariserverstateupgradecheckhelper  package  named  orgapacheambariserverchecks  rename  upgradecheckdescriptor  abstractcheckdescriptor  create  orgapacheambariservercheckscheckhelper  move  orgapacheambariserverstateupgradecheckhelperperformpreupgradechecks  adjust  orgapacheambariservercontrollerinternalpreupgradecheckresourceprovider  accordingly  upgradecheckrequest  upgradecheck  similar  resource  encapsulate  check  data  generalized  prereqcheckrequest  prerequisitecheck,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0
5360,enable  flume  metric  sink  am  ambari  metric  need  able  collect  metric  flume  httpsgithubcomapacheflume  create  timelinemetricssink  class  implement  monitorservice  look  orgapacheflumeinstrumentationgangliaserver  configure  flume  ambari  metric  deployed  use  timelinemetricssink  classpath  httpflumeapacheorgflumeuserguidehtmlcustomreporting  look  support  get  query  flume  agent  stackshdp206servicesflumemetricsjson  user  unaware  group  name  channel  name  given  agent  key  point  store  appid  flume  allow  regex  query  get  api  example  flume  metric  look  like  agentnamegroupnamechannelnamemetricname  user  query  am  api  wwwmetricname  transforms  like  sql  clause  need  added  timeline  service  api  httpphoenixapacheorglanguageindexhtmlexpression,1,0,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0
5361,add  support  add  host  specifying  host  name  blueprint  name  host  group  name  provide  higher  level  api  host  provisioning  api  accept  host  name  blueprint  name  host  group  result  api  call  fully  operational  host  added  existing  cluster  configuration  component  defined  specified  blueprinthostgroup  component  added  host  installed  started  host  must  reachable  via  ambari  server  ambari  agent  running  registered  ambari  server  prior  using  api  asynchronous  api  return  standard  asynchronous  response  code  202  accepted  href  httpambarihost8080apiv1clustersc1requests2  request  id  2  status  inprogress  code  api  support  adding  single  host  multiple  host  h4  single  host  code  post  httpambarihost8080apiv1clustersc1hostsnewhostnamedomain  blueprint  myblueprint  hostgroup  slave  code  h4  multiple  host  code  post  httpambarihost8080apiv1clustersc1hosts  blueprint  myblueprint  hostgroup  slave  hostname  host2domain  blueprint  myblueprint  hostgroup  slave  hostname  host5domain  code,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0
5362,update  configurationresourceprovider  handle  kerberos  administrative  credential  special  case  certain  configuration  setting  need  handled  specialcase  scenario  example  shortlived  setting  stored  per  request  session  scope  secure  data  must  stored  ambari  database  example  type  data  administrative  credential  used  manage  kdc  server  configuration  data  short  lived  per  session  sensitive  therefore  must  handled  special  case  determine  configuration  request  contains  data  type  configuration  used  specific  case  configuration  type  kerberosadminidentity  trigger  special  case  secure  store  administrative  credential  file  ideally  session  data  available  see  ambari8426  sessionbased  encryption  key  would  created  stored  session  key  would  used  encrypt  data  request  encrypted  data  key  would  retrieved  session  decrypted  used  needed,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5363,view  pig  ui  update  flow  change  popup  tab  name  script  name  script  scriptname  log  scriptname  completed  scriptname  result  use  capital  letter  tab  add  link  history  page  detail  popup  make  pig  editor  window  35  line  deep  v  current  20  “copy  created”  “copy  created”  “copy  created”  popup  change  “stay  continue  editing  check  go  copy”  “do  want  check  copy”  “nameofcopy  created  successfully”  note  spelling  successfully  move  “add”  button  next  text  input  field  script  page  change  “last  run”  “last  executed”  change  “last  run”  “last  results”  add  feature  backend  deleting  history  pig  script  execution  user  deletes  script  “script”  tab  greyed  tool  tip  available  “script”  tab  say  “the  script  deleted  longer  available”  history  table  order  show  recent  run  first  default,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
5364,provide  stage  resource  information  via  rest  api  currently  possible  query  ambari  via  rest  api  detail  asynchronous  request  related  task  useful  trying  obtain  progress  information  however  information  necessary  ui  indicate  meaningful  progress  available  information  related  stage  generated  note  asynchronous  request  broken  1  stage  stage  contains  1  task  stage  information  available  via  rest  api  would  possible  caller  maybe  ui  track  highlevel  task  stage  level  rather  lowerlevel  unit  work  task  level  allow  new  api  resource  associated  handler  need  created  resource  readonly  like  request  task  provide  information  stored  stage  table  ambari  database  following  property  returned  stage  stageid  requestid  clusterid  requestcontext  probably  renamed  something  appropriate  like  stagecontext  stagename  etc  starttime  endtime  progresspercent  status  expected  resource  would  queried  using  code  get  apiv1clustersclusteridrequestsrequestidstages  code  also  subset  stage  data  provided  querying  detail  specific  request  like  code  get  apiv1clustersclusteridrequestsrequestid  code  see  request  task  resource  example,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
5365,create  ability  disable  protocol  http  connection  ambari  create  ability  disable  protocol  http  connection  ambari  port  patch  ear660  170  trunk,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5366,implement  logic  ambari  support  common  service  implement  logic  ambari  support  common  service  see  design  discussed  ambari7201,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
5367,view  capscheduler  service  endpoint  operator  expose  endpoint  operator  setting  cleanup  unused  code  upd  version  020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5368,include  configuration  exported  blueprint  include  host  group  cluster  scoped  configuration  exported  blueprint  export  blueprint  use  api  ambarihost8080apiv1clustersclusternameformatblueprint  exported  blueprint  contain  entire  configuration  associated  cluster  property  included  marked  input  required  stack  password  marked  required  exported  also  hostnames  configuration  property  replaced  hostgroup  token  hostgroupgroup1  cluster  provisioned  blueprint  hostgroup  token  resolved  host  name  target  cluster,1,0,1,0,1,0,0,1,1,1,1,0,0,0,0,1,1
5369,freeipa  support  ambari  freeipa  powerful  tool  unifying  identity  kerberos  credential  across  cluster  great  value  add  ambari  would  provide  support  using  freeipa  kerberize  service  would  allow  1  better  hcfs  interoperability  first  class  giduid  critical  certain  file  system  glusterfs  lustre  file  system  us  kernel  fuse  apis  determining  identity  2  better  enterprise  interoperability  fact  freeipa  make  easy  interop  different  identity  solution  like  active  directory  would  make  ambari  easier  adopt  various  enterprise  3  broadens  ambaris  scope  ambari  could  also  allow  people  setup  user  cluster  least  security  feature  cluster  one  interface  manual  handling  tgts  could  done  quite  easily  via  ambari  ui  could  make  call  underlying  freeipa  client,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5370,define  component  term  xml  define  component  term  xml  rather  java  code,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5371,view  pig  property  checking  log  explicit  failure  incorrectly  set  property  pig  view  obviously  cant  use  view  error  cryptic,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5372,customize  hadoop  metric  sink  write  mysql  store  sqlserversink  support  pushing  metric  mysql  store  jira  address  change  needed  support  sink  mysql  store,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5373,call  fetch  metric  take  20  second  cpu  consumed  nagiospropertyprovider  jmxpropertyprovider  jmxpropertyprovider  execution  confighelperisstaleconfigs  take  1015  time  isstale  could  easily  cached  guava  cache  isstale  may  changed  4  case  1  configuration  change  2  configgroup  createddeleted  3  startrestart  report  receiving  4  host  registeration  could  invalidate  appropriate  recorrd  cache  point  api  call  code  httpserver8080apiv1clustersc1componentsservicecomponentinfocategorymasterfieldsservicecomponentinfoversionservicecomponentinfostarttimeservicecomponentinfoheapmemoryusedservicecomponentinfoheapmemorymaxservicecomponentinfoservicenamehostcomponentshostroleshostnamehostcomponentshostrolesstatehostcomponentshostrolesmaintenancestatehostcomponentshostrolesstaleconfigshostcomponentsmetricsjvmmemheapusedmhostcomponentsmetricsjvmheapmemorymaxhostcomponentsmetricsjvmheapmemoryusedhostcomponentsmetricsjvmmemheapcommittedmhostcomponentsmetricsmapredjobtrackertrackersdecommissionedhostcomponentsmetricscpucpuwiohostcomponentsmetricsrpcrpcqueuetimeavgtimehostcomponentsmetricsdfsfsnamesystemhostcomponentsmetricsdfsnamenodeversionhostcomponentsmetricsdfsnamenodedecomnodeshostcomponentsmetricsdfsnamenodetotalfileshostcomponentsmetricsdfsnamenodeupgradefinalizedhostcomponentsmetricsdfsnamenodesafemodehostcomponentsmetricsruntimestarttimehostcomponentsmetricshbasemasterisactivemasterservicecomponentinfomasterstarttimeservicecomponentinfomasteractivetimeservicecomponentinfoaverageloadservicecomponentinforevisionservicecomponentinforegionsintransitionmetricsapiclustersummaryhostcomponentsmetricsyarnqueueservicecomponentinformmetricsclusteractivenmcountservicecomponentinformmetricsclusterunhealthynmcountservicecomponentinformmetricsclusterrebootednmcountservicecomponentinformmetricsclusterdecommissionednmcountminimalresponsetrue1400808845240  code,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5374,provide  topology  validation  creating  blueprint  provide  topology  validation  blueprint  created  topology  validated  based  dependency  cardinality  information  provided  associated  ambari  stack  definition  addition  validation  component  mostly  client  autodeployed  present  topology  behavior  specified  corresponding  stack  topology  validation  fails  400  response  returned  descriptive  message  code  status  400  message  cluster  topology  validation  failed  invalid  service  component  count  mysqlserveractual0  required1  hivemetastoreactual0  required1  hiveserveractual0  required1  disable  topology  validation  create  blueprint  add  following  end  url  validatetopologyfalse  code  create  blueprint  doesnt  validate  user  disable  topology  validation  url  via  validatetopologyfalse  following  case  currently  supported  blueprint  topology  validation  require  user  disable  validation  creating  blueprint  external  reference  mysqlserver  hivemetastore  ha  topology  1  nn  1snn  topology  default  cardinality  conditional  topology  information  ha  one  example,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0
5375,moving  cluster  node  container  object  controller  moving  cluster  node  container  object  controller  currently  part  cliententities,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
5376,provide  ability  rebalance  hdfs  use  case  example  put  cluster  maintenance  add  5  node  hit  rebalance  take  maintenance  rebalance  optionally  allow  user  override  threshold  percentage  value,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5377,validate  required  field  including  password  blueprint  cluster  creation  blueprint  creation  validate  nonpassword  required  property  set  blueprint  cluster  creation  via  blueprint  validate  required  password  property  set  configuration  defaultpassword  property  included  request  password  property  set  blueprint  cluster  host  group  configuration  part  cluster  create  call  either  cluster  host  group  property,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5378,provide  basic  validation  field  blueprint  create  api  task  non  topology  related  validation  blueprint  create  api  call  following  validation  included  blueprint  name  host  group  host  group  name  host  group  component  component  specified  name  invalid  component  name  stack  noinvalid  stack  name  noinvalid  stack  version  validation  failure  result  400  response  descriptive  message  problem,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
5379,add  dependency  related  information  stack  rest  api  added  dependency  related  information  stack  rest  api  information  describes  dependency  component  part  stack  new  dependency  resource  added  child  stacksservicesservicecomponent  soon  renamed  servicescomponent  resource  example  get  http1721819238080apiv1stackshdpversions133stackserviceshbaseservicecomponentshbasemasterfieldsdependencies  code  href  http1721819238080apiv1stackshdpversions133stackserviceshbaseservicecomponentshbasemasterfieldsdependencies  stackservicecomponents  componentname  hbasemaster  servicename  hbase  stackname  hdp  stackversion  133  dependency  href  http1721819238080apiv1stackshdpversions133stackserviceshbaseservicecomponentshbasemasterdependencieshdfsclient  dependency  componentname  hdfsclient  dependentcomponentname  hbasemaster  dependentservicename  hbase  scope  host  servicename  hdfs  stackname  hdp  stackversion  133  autodeploy  enabled  true  href  http1721819238080apiv1stackshdpversions133stackserviceshbaseservicecomponentshbasemasterdependencieszookeeperserver  dependency  componentname  zookeeperserver  dependentcomponentname  hbasemaster  dependentservicename  hbase  scope  cluster  servicename  zookeeper  stackname  hdp  stackversion  133  autodeploy  enabled  true  location  hbasehbasemaster  code,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
5380,allow  host  group  scoped  configuration  specified  blueprint  allow  configuration  specified  host  group  configuration  provide  override  host  assigned  host  group  configuration  specified  inline  within  host  group  example  simple  one  host  group  blueprint  cluster  scoped  host  group  scoped  configuration  code  configuration  coresite  fstrashinterval  480  ipcclientidlethreshold  8500  myawesomeproperty  excellent  mapredsite  tasktrackerhttpthreads  45  hostgroups  name  hostgroup1  configuration  coresite  fstrashinterval  475  component  name  hdfsclient  name  gangliaserver  name  ambariserver  name  mapreduceclient  name  gangliamonitor  name  datanode  name  namenode  name  jobtracker  name  historyserver  name  secondarynamenode  name  nagiosserver  name  tasktracker  cardinality  1  blueprint  blueprintname  singlenodetest  stackname  hdp  stackversion  133  code  note  allowing  service  configuration  specified  external  host  group  definition  allow  configuration  reuse  across  host  group  handled  subsequent  jira,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
5381,allow  custom  configuration  property  specified  blueprint  allow  user  specify  custom  property  blueprint  ui  currently  allows  custom  property  set  eventually  exported  blueprint  currently  property  blueprint  isnt  specified  stack  configuration  ignored,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5382,provision  cluster  ambari  blueprint  allow  cluster  fully  provisioned  via  ambari  rest  api  single  rest  api  call  specifying  blueprint  name  mean  single  simple  asynchronous  rest  api  call  cluster  provisioned  initstarted  process  provision  cluster  via  rest  api  using  blueprint  follows  create  blueprint  resource  instance  ambari  instance  going  used  provision  cluster  blueprint  may  hand  created  exported  running  cluster  post  myambariserver8080apiv1blueprintssinglenodetest  code  hostgroups  name  hostgroup1  component  name  historyserver  name  jobtracker  name  namenode  name  oozieserver  name  nagiosserver  name  secondarynamenode  name  ambariserver  name  gangliaserver  name  gangliamonitor  name  datanode  name  tasktracker  name  hdfsclient  name  mapreduceclient  name  oozieclient  name  gangliamonitor  cardinality  1  blueprint  blueprintname  singlenodetest  stackname  hdp  stackversion  133  code  information  exporting  blueprint  see  httpsissuesapacheorgjirabrowseambari4786  information  blueprint  resource  see  httpsissuesapacheorgjirabrowseambari4467  invoke  post  cluster  endpoint  specify  blueprint  related  information  host  information  must  provided  host  group  deployed  cluster  host  specified  run  component  associated  host  group  host  group  name  specified  request  must  match  host  group  specified  blueprint  post  myambariserver8080apiv1clustersc1  code  blueprint  singlenodetest  hostgroups  name  hostgroup1  host  fqdn  myhostnovalocal  ip  172181923  code  call  asynchronous  return  information  used  check  status  request  code  202  accepted  href  httpyourambariserverapiv1clustersc1requests1  request  id  1  status  inprogress  code  limitation  change  addressed  shortly  patch  configuration  information  included  blueprint  processed  meaning  cluster  provisioned  default  configuration  ambari  agent  must  running  registered  server  host  cluster  prior  invoking  rest  api  provision  cluster,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
5383,add  ability  export  blueprint  running  cluster  export  blueprint  running  cluster  using  alternate  rendering  cluster  resource  apiv1clustersc1formatblueprint  change  blueprint  minimal  contain  node  group  configuration  subsequent  patch  introduce  configuration  cluster  data  code  hostgroups  name  hostgroup1  component  name  historyserver  name  oozieclient  name  jobtracker  name  namenode  name  oozieserver  name  tasktracker  name  nagiosserver  name  secondarynamenode  name  mapreduceclient  name  ambariserver  name  gangliaserver  name  hdfsclient  name  datanode  name  gangliamonitor  cardinality  1  blueprint  blueprintname  blueprintc1  stackname  hdp  stackversion  133  code,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
5384,add  stack  extension  support  pluggable  service  h1  proposal  inheritance  rule  schema  ver  20  service  metainfo  h2  package  repository  information  perstack  repository  information  subject  stack  extension  done  time  osspecifics  section  containing  perservice  repo  package  description  present  metainfo  inherited  service  completely  override  appropriate  information  parent  service  deletion  inherited  osspecifics  section  possible  make  sense  service  able  install  h2  command  script  custom  command  command  script  definition  child  override  parent  command  script  definition  custom  command  script  definition  child  override  parent  custom  command  script  definition  command  name  h2  hook  script  file  template  allow  reusing  python  script  template  parent  stack  limitation  full  package  directory  may  overridden  implementation  resolving  hook  pretty  similar  done  reading  stack  startup  ambariserver  determines  service  folderspackage  foldershooks  folder  missing  inherited  parent  appropriately  adjusts  serviceinfo  sending  execution  command  server  populates  servicemetadatafolder  hooksfolder  variable  located  commandparams  section  appropriate  path  h2  done  separate  jiras  complete  list  stack  extension  functionality  scope  current  jira  please  feel  free  append  perfile  override  script  template  get  list  stack  search  path  server  look  every  file  running  via  pythonexecutor  hook  script  command  script  template  file  list  stack  starting  child  stack  file  imported  scrip  using  import  statement  overridden  maybe  packaging  file  downloaded  agent  tar  file  every  stack  exist  packagetar  file  one  per  service  one  hookstar  file  one  per  stack  every  file  separate  download  unit  exposing  file  server  agent  resolving  authentification  issue  stack  cache  management  downloading  stack  server  agent  first  use  cache  invalidation  proposed  stack  extension  rule  child  stack  metainfo  lightweight  enough  case  minor  change  like  adjusting  repository  information  package  name  editing  file  template,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5385,run  various  request  parallel  one  wait  run  stage  belong  different  request  affect  different  set  host  parallel  one  wait  example  startingstopping  component  different  host  done  parallel  possible,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5386,create  new  stack  gluster  support  132  hdp  version  feature  extends  ability  ambari  support  hadoop  compatible  file  system  outside  hdfs  stack  definition  introducing  use  glusterfs  provides  good  road  map  hadoop  compatible  file  system  also  able  leverage  ambari  featurepatch  remove  hdfs  patch  simply  provides  alternative  selecting  service  within  installer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5387,extending  stack  definition  remove  duplication  stack  metadata  info  idea  allow  extending  stack  definition  overriding  value  current  stack  definition  structure  file  directory  noformat  stack  distname  versionnumber  metainfoxml  repos  repoinfoxml  service  servicename  metainfoxml  configuration  configuration  file  noformat  introduce  extends  element  top  level  stack  version  level  link  parent  stack  definition  stack  version  rule  extension  1  parent  stack  service  automatically  part  child  stack  unless  explicitly  excluded  2  one  parent  stack  extended  child  stack  3  stacksdistnamereposrepoinfoxml  overridden  4  service  configuration  unless  explicitly  excluded  part  child  service  definition  1  extending  stack  definition  file  stacksdistnameversionnumbermetainfoxml  eg  stackshdp131metainfoxml  noformat  metainfo  version  upgrade120upgrade  version  activetrueactive  extends130extends  metainfo  noformat  2  extending  service  definition  stacksdistnameversionnumberservicenamemetainfoxml  eg  stackshdp121serviceshdfsmetainfoxml  noformat  metainfo  userrootuser  commentapache  hadoop  distributed  file  systemcomment  version112version  deletedfalsedeleted  metainfo  noformat  21  extending  component  definition  component  added  deleted  stack  noformat  component  nameyarnclientname  categoryclientcategory  deletedtruedeleted  component  noformat  3  extending  service  configuration  file  stacksdistnameversionnumberservicenameconfigurationconfigurationfile  eg  stackshdp131serviceshdfsconfigurationhdfssitexml  noformat  configuration  property  namedfsnamedirname  deletedtruedeleted  property  configuration  noformat  note  property  disappear  reappear  extension  graph  noformat  130  131  132  135  b  c  c  noformat,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
5388,allow  skipping  part  add  service  request  validation  provide  ability  disable  part  validation  add  service  request  eg  configuration  validation  topology  validation  part  still  need  validated  eg  probably  make  sense  add  unknown  service,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
5389,cleanup  rest  entity  want  clean  configuration  entity  streamline  xmljson  representation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5390,improve  add  service  request  validation  improve  request  validation  add  service  request  eg  reject  request  add  existing  service,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
5391,add  am  metric  publisher  infra  solr,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
5392,rename  agent  rest  url  agent  public  rest  api  rest  separating  public  api  private  api  may  best  rename  v1  agent  rest  respectively,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
5393,add  ability  masterhostresolver  resolve  namespace  time  upgrade  behavior  figure  restart  order  namenodes  need  become  namespace  aware  support  nn  federation  ambari,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5394,infra  manager  define  scheduling  archiving  infra  solr  document,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1
5395,add  new  ambari  infra  manager  component  ambari  infra  stack,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
